炉号,钢种,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C,连铸正样Mn,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样Nb_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,连铸正样Ti_val,连铸正样N_val,连铸正样O_val,连铸正样B_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),钒铁(FeV50-B).1,硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂,加入C含量,吸收C质量,C收得率,加入Mn含量,吸收Mn质量,Mn收得率
7A06240             ,低合金    ,HRB400B    ,1800.0,0.00055,,0.00034,,0.002,71600.0,0.0024,0.0132,0.00031,0.00026,0.0038,0.472,0.002,0.007,0.014,0.0,0.035,0.006,0.0037,0.0001,0.001,,,,46,0,0,0,0,0,50,0,0,200,0,0,85,0,1300,132,0,146.7,132.45999999999998,0.9029311520109066,996.0,,
7A06239             ,低合金    ,HRB400B    ,1710.0,0.00064,,0.00025,,0.002,72800.0,0.0023,0.0135,0.00026,0.00028,0.0039,0.468,0.0023,0.006,0.014,0.0,0.033,0.006,0.0038,0.0008,0.001,,,,15,0,0,0,0,31,25,0,0,200,0,0,68,0,1250,132,0,129.53,120.848,0.9329730564348028,962.8,,
7A06238             ,低合金    ,HRB400B    ,1656.0,0.00065,,0.00026,,0.003,71150.0,0.0022,0.0134,0.00028,0.00017,0.004,0.457,0.0022,0.009,0.015,0.0,0.035,0.0065,0.004,0.0012,0.001,,,,15,0,0,0,0,31,25,0,0,200,0,0,68,0,1230,132,0,129.19,110.28250000000001,0.8536457930180356,949.52,,
7A06237             ,低合金    ,HRB400B    ,1663.0,0.00053,,0.00029,,0.003,68750.0,0.0023,0.0131,0.00031,0.0002,0.0037,0.461,0.0026,0.01,0.016,0.0,0.034,0.0069,0.0043,0.0037,0.001,,,,6,0,0,0,0,38,25,0,0,200,0,0,68,0,1240,132,0,129.36,121.68749999999999,0.9406887755102039,956.1600000000001,,
7A06236             ,低合金    ,HRB400B    ,1673.0,0.00089,,0.00023,,0.003,69750.0,0.0024,0.0131,0.0003,0.00019,0.0036,0.471,0.002,0.009,0.017,0.0,0.033,0.007,0.0044,0.0021,0.001,,,,6,0,0,0,0,38,25,0,0,200,0,0,54,0,1250,132,0,116.09,105.32249999999999,0.9072486863640278,962.8,,
7A06235             ,低合金    ,HRB400B    ,1664.0,0.00066,,0.00029,,0.003,69800.0,0.0024,0.0135,0.00029,0.00018,0.0039,0.478,0.0021,0.008,0.016,0.0,0.033,0.006,0.0037,0.0027,0.001,,,,6,0,0,0,0,38,25,0,0,200,0,0,68,0,1250,132,0,129.53,121.45199999999998,0.9376360688643556,962.8,,
7A06234             ,低合金    ,HRB400B    ,1732.0,0.00061,,0.00022,,0.002,69950.0,0.0024,0.0131,0.00023,0.00031,0.0037,0.47,0.002,0.008,0.01,0.0,0.032,0.0461,0.0392,0.0024,0.001,,,,15,0,0,0,0,30,50,0,0,200,0,0,75,0,1280,88,0,123.56,125.2105,1.0133578828099707,982.72,,
7A06233             ,低合金    ,HRB400B    ,1658.0,0.00088,,0.00025,,0.002,73200.0,0.0023,0.0137,0.00026,0.00018,0.0038,0.47,0.0019,0.005,0.014,,0.033,0.0066,0.0043,0.0016,0.001,,,,15,0,0,0,0,31,50,0,0,200,0,0,60,0,1280,88,0,109.16,103.94399999999999,0.9522169292781237,982.72,,
7A06232             ,低合金    ,HRB400B    ,0.0,0.00056,,0.00024,,0.002,71750.0,0.0023,0.0133,0.0003,0.00023,0.0036,0.462,0.0016,0.005,0.012,,0.032,0.0059,0.0036,0.0021,0.001,,,,15,0,0,0,0,31,50,0,0,200,0,0,85,0,1300,88,0,133.5,124.845,0.9351685393258427,996.0,,
7A06231             ,低合金    ,HRB400B    ,1578.0,0.00049,,0.00032,,0.002,72100.0,0.0022,0.0134,0.00033,0.00035,0.0035,0.455,0.0018,0.004,0.01,,0.032,0.0043,0.0021,0.0016,0.0,,,,15,0,0,0,0,31,50,0,0,200,0,0,93,0,1340,88,0,141.86,123.29100000000001,0.8691033413224306,1022.56,,
7A06230             ,低合金    ,HRB400B    ,0.0,0.00044,,0.0003,,0.002,74400.0,0.0022,0.0131,0.0003,0.00023,0.0036,0.45,0.0018,0.005,0.015,,0.032,0.0035,0.0013,0.0021,0.0,,,,15,0,0,0,0,31,5,0,0,200,0,0,95,0,1310,88,0,143.27,130.94400000000002,0.913966636420744,1002.6400000000001,,
7A06229             ,低合金    ,HRB400B    ,1672.0,0.0005,,0.00022,,0.002,72850.0,0.0022,0.0133,0.0003,0.00028,0.0037,0.454,0.0019,0.004,0.012,,0.034,0.0039,0.0017,0.0017,0.0,,,,15,0,0,0,0,30,50,0,0,200,0,0,95,0,1330,88,0,143.61,123.84500000000001,0.8623703084743403,1015.9200000000001,,
7A06228             ,低合金    ,HRB400B    ,1630.0,0.00038,,0.00028,,0.002,73750.0,0.0023,0.0131,0.00033,0.0002,0.0036,0.46,0.0018,0.005,0.014,,0.032,0.0038,0.0016,0.0026,0.001,,,,15,0,0,0,0,30,50,0,0,200,0,0,100,0,1310,88,0,148.07000000000002,141.6,0.9563044505976901,1002.6400000000001,,
7A06227             ,低合金    ,HRB400B    ,1661.0,0.00042,,0.0003,,0.002,72200.0,0.0022,0.0135,0.00034,0.00022,0.0039,0.458,0.0023,0.005,0.016,,0.033,0.0053,0.003,0.002,0.001,,,,15,0,0,0,0,30,50,0,0,200,0,0,92,0,1310,88,0,140.39000000000001,128.51600000000002,0.9154213263052925,1002.6400000000001,,
7A06226             ,低合金    ,HRB400B    ,0.0,0.00047,,0.0003,,0.002,71300.0,0.0023,0.0135,0.0003,0.00023,0.0037,0.468,0.002,0.006,0.015,,0.033,0.0038,0.0016,0.0016,0.001,,,,7,0,0,0,0,40,0,0,0,200,0,0,90,0,1370,88,0,139.49,130.479,0.9354003871245251,1042.48,,
7A06225             ,低合金    ,HRB400B    ,1672.0,0.00043,,0.00025,,0.002,73950.0,0.0024,0.0131,0.00025,0.00021,0.0035,0.47,0.0019,0.006,0.018,,0.032,0.0035,0.0014,0.0026,0.0,,,,16,0,0,0,0,32,50,0,0,200,0,0,110,0,1450,88,0,160.05,145.6815,0.9102249297094658,1095.6000000000001,,
7A06224             ,低合金    ,HRB400B    ,1627.0,0.00034,,0.00043,,0.002,76350.0,0.0024,0.0133,0.00037,0.0002,0.0038,0.474,0.0018,0.006,0.014,,0.033,0.0036,0.0014,0.0022,0.0,,,,15,0,0,0,0,31,50,0,0,200,0,0,105,0,1440,132,0,168.28,157.28099999999998,0.93463869740908,1088.96,,
7A06223             ,低合金    ,HRB400B    ,1734.0,0.00033,,0.00018,,0.002,73850.0,0.0023,0.0137,0.00022,0.0003,0.004,0.47,0.0016,0.008,0.015,,0.034,0.0037,0.0015,0.0016,0.001,,,,47,0,0,0,0,0,75,0,0,200,0,0,105,0,1440,88,0,155.08,145.4845,0.9381254836213566,1088.96,,
7A06222             ,低合金    ,HRB400B    ,1661.0,0.00067,,0.00026,,0.002,73700.0,0.0024,0.0129,0.00029,0.00033,0.0035,0.467,0.0023,0.006,0.014,,0.031,0.0039,0.0017,0.0013,0.001,,,,8,0,0,0,0,40,25,0,0,200,0,0,75,0,1380,88,0,125.26000000000002,127.50099999999998,1.0178907871627012,1049.1200000000001,,
7A06221             ,低合金    ,HRB400B    ,1658.0,0.00051,,0.00024,,0.002,75650.0,0.0024,0.0127,0.00027,0.00028,0.0034,0.465,0.0027,0.008,0.015,,0.031,0.004,0.0018,0.001,0.0,,,,7,0,0,0,0,40,50,0,0,200,0,0,92,0,1330,88,0,140.73,142.97849999999997,1.015977403538691,1015.9200000000001,,
7A06220             ,低合金    ,HRB400B    ,1668.0,0.00091,,0.00029,,0.002,74550.0,0.0024,0.0131,0.00026,0.00019,0.0036,0.47,0.0016,0.008,0.017,,0.033,0.0038,0.0016,0.0017,0.001,,,,15,0,0,0,0,30,0,0,0,0,0,0,51,0,1448,88,20,104.48984616,111.07949999999998,1.0630650161921913,961.4720000000001,,
7A06219             ,低合金    ,HRB400B    ,1672.0,0.00061,,0.0003,,0.002,69850.0,0.0023,0.0133,0.00025,0.0002,0.0035,0.464,0.0018,0.009,0.017,,0.033,0.0036,0.0014,0.0009,0.0,,,,14,0,0,0,0,32,25,0,0,0,0,0,85,0,1444,88,0,132.548,118.04650000000001,0.8905943507257749,958.816,,
7A06218             ,低合金    ,HRB400B    ,1687.0,0.00089,,0.00023,,0.002,70400.0,0.0023,0.013,0.00026,0.00025,0.0034,0.459,0.0019,0.004,0.015,0.0,0.034,0.0054,0.0034,0.0004,0.0,,,,14,0,0,0,0,32,0,0,0,0,0,0,68,0,1468,88,20,121.14984616,99.264,0.8193489562413819,974.7520000000001,,
7A06217             ,低合金    ,HRB400B    ,1664.0,0.0008,,0.00027,,0.002,72050.0,0.0024,0.0133,0.00027,0.0002,0.0034,0.473,0.0017,0.008,0.014,,0.033,0.0037,0.0015,0.0009,0.0,,,,14,0,0,0,0,32,0,0,0,0,0,0,68,0,1493,88,20,121.57484616,115.27999999999999,0.9482224624679713,991.3520000000001,,
7A06216             ,低合金    ,HRB400B    ,1662.0,0.00083,,0.00034,,0.002,73150.0,0.0024,0.0136,0.0004,0.00037,0.0039,0.48,0.0025,0.007,0.015,,0.033,0.0225,0.0195,0.0016,0.0,,,,15,0,0,0,0,32,0,0,0,0,0,0,68,0,1521,88,20,122.05084616,114.84549999999999,0.940964389951428,1009.9440000000001,,
7A06215             ,低合金    ,HRB400B    ,1666.0,0.0007,,0.00028,,0.002,74550.0,0.0024,0.0133,0.00027,0.00027,0.0035,0.477,0.0031,0.01,0.019,,0.034,0.0038,0.0016,0.002,0.0,,,,14,0,0,0,0,32,0,0,0,0,0,0,51,0,1460,88,20,104.69384616,126.73499999999997,1.210529602726747,969.44,,
7A06214             ,低合金    ,HRB400B    ,1666.0,0.00068,,0.0002,,0.002,71200.0,0.0024,0.0135,0.00027,0.00022,0.0037,0.479,0.0026,0.009,0.017,0.0,0.033,0.0055,0.0034,0.0021,0.001,,,0.0,14,0,0,0,0,32,25,0,0,0,0,0,68,0,1441,88,0,116.17699999999999,122.46399999999998,1.054115702763886,956.8240000000001,,
7A06213             ,低合金    ,HRB400B    ,1643.0,0.00097,,0.00028,,0.002,70250.0,0.0024,0.0135,0.00024,0.00017,0.0038,0.477,0.0021,0.009,0.015,,0.032,0.0037,0.0015,0.0011,0.0,,,,14,0,0,0,0,32,0,0,0,0,0,0,51,0,1466,88,20,104.79584616000001,100.4575,0.9586019263265805,973.4240000000001,,
7A06212             ,低合金    ,HRB400B    ,1673.0,0.00071,,0.00022,,0.002,70200.0,0.0023,0.0133,0.00024,0.00023,0.0036,0.464,0.0021,0.008,0.013,,0.032,0.004,0.0018,0.0005,0.0,,,,14,0,0,0,0,32,25,0,0,0,0,0,68,0,1487,88,0,116.959,111.618,0.9543344248839336,987.368,,
7A06211             ,低合金    ,HRB400B    ,1688.0,0.0011,,0.00027,,0.003,71100.0,0.0024,0.013,0.00026,0.00021,0.0033,0.469,0.0021,0.008,0.014,,0.033,0.0036,0.0014,0.001,0.0,,,,13,0,0,0,0,30,0,0,0,0,0,0,36,0,1430,88,20,89.78384616000001,92.42999999999998,1.0294724936965205,949.5200000000001,,
7A06210             ,低合金    ,HRB400B    ,1675.0,0.00094,,0.00026,,0.002,70150.0,0.0024,0.0134,0.00026,0.00022,0.0035,0.476,0.0023,0.009,0.017,,0.032,0.0041,0.0019,0.0017,0.0,,,,14,0,0,0,0,32,0,0,0,0,0,0,51,0,1441,88,20,104.37084616,102.419,0.9812989332575897,956.8240000000001,,
7A06209             ,低合金    ,HRB400B    ,1671.0,0.0006,,0.0003,,0.002,71250.0,0.0022,0.0135,0.00031,0.00025,0.0036,0.46,0.0031,0.011,0.019,,0.033,0.0041,0.0019,0.0021,0.0,,,,14,0,0,0,0,32,25,0,0,0,0,0,68,0,1516,88,0,117.452,114.00000000000001,0.9706092701699419,1006.624,,
7A06208             ,低合金    ,HRB400B    ,1683.0,0.00075,,0.00034,,0.002,74800.0,0.0024,0.0137,0.00029,0.0003,0.0035,0.483,0.0028,0.011,0.021,,0.033,0.0037,0.0015,0.0021,0.0,,,,14,0,0,0,0,32,25,0,0,0,0,0,68,0,1477,88,0,116.78900000000002,123.41999999999999,1.0567776074801563,980.7280000000001,,
7A06207             ,低合金    ,HRB400B    ,1694.0,0.00082,,0.00023,,0.002,73400.0,0.0023,0.0134,0.0003,0.00022,0.0038,0.467,0.0024,0.01,0.015,,0.035,0.0037,0.0015,0.0029,0.001,,,,15,0,0,0,0,32,0,0,0,0,0,0,68,0,1463,88,20,121.06484616000002,108.632,0.8973042418641602,971.432,,
7A06206             ,低合金    ,HRB400B    ,1684.0,0.00032,,0.00043,,0.002,71150.0,0.0023,0.0133,0.00038,0.00034,0.0038,0.469,0.0038,0.014,0.019,,0.034,0.0041,0.0019,0.0016,0.001,,,,14,0,0,0,0,32,50,0,0,0,0,0,85,0,1444,0,0,106.148,140.877,1.3271752647247241,958.816,,
7A06205             ,低合金    ,HRB400B    ,1668.0,0.00026,,0.00037,,0.002,71450.0,0.0024,0.0133,0.00031,0.00026,0.0037,0.474,0.0019,0.007,0.01,,0.035,0.0039,0.0017,0.0018,0.0,,,,45,0,0,0,0,0,50,0,0,0,0,0,102,0,1415,88,0,148.375,152.903,1.0305172704296546,939.5600000000001,,
7A06204             ,低合金    ,HRB400B    ,1645.0,0.00022,,0.00024,,0.002,70050.0,0.0024,0.0128,0.00025,0.00015,0.0038,0.464,0.0011,0.008,0.01,,0.034,0.1302,0.1047,0.0017,0.0,,,,15,0,0,0,0,30,75,0,0,0,0,0,94,0,1450,132,0,154.49,152.70899999999997,0.9884717457440609,962.8000000000001,,
7A06203             ,低合金    ,HRB400B    ,1693.0,0.00063,,0.00028,,0.003,71800.0,0.0023,0.0132,0.00026,0.0003,0.0038,0.462,0.0018,0.004,0.01,,0.034,0.0043,0.0021,0.0021,0.0,,,,15,0,0,0,0,30,25,0,0,0,0,0,76,0,1450,132,0,137.21,119.906,0.8738867429487647,962.8000000000001,,
7A06202             ,低合金    ,HRB400B    ,1689.0,0.00054,,0.00026,,0.002,71950.0,0.0024,0.0135,0.00024,0.00026,0.0039,0.477,0.0017,0.007,0.01,,0.035,0.0035,0.0013,0.0016,0.0,,,,15,0,0,0,0,30,25,0,0,0,0,0,80,0,1450,132,0,141.05,133.82699999999997,0.9487912087912085,962.8000000000001,,
7A06201             ,低合金    ,HRB400B    ,1684.0,0.00045,,0.00025,,0.003,70900.0,0.0022,0.0132,0.00025,0.00032,0.0039,0.452,0.002,0.006,0.01,,0.034,0.0036,0.0014,0.0021,0.0,,,,7,0,0,0,0,40,25,0,0,0,0,0,85,0,1450,132,0,145.85,124.07500000000002,0.8507027768255058,962.8000000000001,,
7A06200             ,低合金    ,HRB400B    ,1662.0,0.00041,,0.00024,,0.002,73700.0,0.0023,0.0133,0.00021,0.00029,0.0037,0.464,0.0019,0.009,0.015,,0.033,0.0039,0.0017,0.0014,0.0,,,,7,0,0,0,0,40,50,0,0,0,0,0,85,0,1450,0,0,106.25,139.293,1.3109929411764707,962.8000000000001,,
7A06199             ,低合金    ,HRB400B    ,1684.0,0.00039,,0.00041,,0.001,72400.0,0.0024,0.0135,0.00034,0.00023,0.004,0.479,0.0024,0.009,0.016,,0.036,0.0037,0.0015,0.0024,0.001,,,,48,0,0,0,0,0,50,0,0,0,0,0,90,0,1550,132,0,152.35,145.52399999999997,0.9551952740400392,1029.2,,
7A06198             ,低合金    ,HRB400B    ,1672.0,0.00074,,0.00032,,0.001,75200.0,0.0023,0.0136,0.00026,0.00024,0.0038,0.47,0.0023,0.008,0.014,,0.036,0.0036,0.0014,0.002,0.001,,,,43,0,0,0,0,0,25,0,0,0,0,0,60,0,1430,132,0,121.50999999999999,117.312,0.9654514031766933,949.5200000000001,,
7A06197             ,低合金    ,HRB400B    ,1698.0,0.00049,,0.00026,,0.001,69900.0,0.0024,0.0135,0.00026,0.00037,0.0037,0.478,0.0022,0.009,0.013,,0.035,0.004,0.0018,0.0014,0.001,,,,45,0,0,0,0,0,50,0,0,0,0,0,68,0,1460,132,0,129.7,133.509,1.0293677717810332,969.44,,
7A06196             ,低合金    ,HRB400B    ,1704.0,0.00072,,0.00021,,0.002,71850.0,0.0023,0.0137,0.00021,0.00037,0.004,0.472,0.0024,0.009,0.012,,0.036,0.004,0.0018,0.0021,0.001,,,,15,0,0,0,0,30,25,0,0,0,0,0,55,0,1370,132,0,115.69,113.52299999999998,0.981268908289394,909.6800000000001,,
7A06195             ,低合金    ,HRB400B    ,1664.0,0.00053,,0.00025,,0.002,68550.0,0.0024,0.0136,0.00025,0.00031,0.004,0.481,0.0028,0.009,0.015,,0.036,0.0037,0.0015,0.0021,0.001,,,,15,0,0,0,0,32,50,0,0,0,0,0,70,0,1420,132,0,130.94,128.18849999999998,0.9789865587291888,942.88,,
7A06194             ,低合金    ,HRB400B    ,0.0,0.00038,,0.00024,,0.002,68600.0,0.0023,0.0134,0.00023,0.0003,0.0038,0.466,0.002,0.008,0.013,,0.035,0.0038,0.0016,0.0033,0.0,,,,16,0,0,0,0,32,50,0,0,0,0,0,85,0,1520,132,0,147.04,131.712,0.8957562568008705,1009.2800000000001,,
7A06193             ,低合金    ,HRB400B    ,1691.0,0.00055,,0.00032,,0.002,65700.0,0.0024,0.0138,0.0003,0.0004,0.0039,0.483,0.0024,0.007,0.012,,0.032,0.0039,0.0017,0.002,0.0,,,,15,0,0,0,0,31,0,50,0,200,0,0,90,0,1430,132,0,153.897,121.54499999999997,0.789781477221778,1082.3200000000002,,
7A06192             ,低合金    ,HRB400B    ,1624.0,0.00057,,0.00034,,0.002,75800.0,0.0023,0.0132,0.00032,0.00027,0.0038,0.464,0.0025,0.009,0.015,,0.03,0.0039,0.0017,0.0032,0.001,,,,15,0,0,0,0,31,0,25,0,200,0,0,80,0,1340,132,0,142.6735,131.134,0.9191195281534412,1022.56,,
7A06191             ,低合金    ,HRB400B    ,0.0,0.00046,,0.00028,,0.002,76250.0,0.0024,0.0132,0.00028,0.00026,0.0038,0.473,0.0022,0.007,0.014,,0.032,0.004,0.0018,0.0035,0.001,,,,15,0,0,0,0,30,50,0,0,200,0,0,75,0,1270,132,0,136.59,147.92499999999998,1.0829855772750565,976.0800000000002,,
7A06190             ,低合金    ,HRB400B    ,1668.0,0.00044,,0.00027,,0.002,72450.0,0.0023,0.0135,0.00028,0.00025,0.004,0.468,0.0021,0.007,0.014,,0.032,0.004,0.0018,0.0045,0.001,,,,15,0,0,0,0,30,50,0,0,200,0,0,75,0,132,132,0,117.244,134.757,1.1493722493261915,220.44800000000004,,
7A06189             ,低合金    ,HRB400B    ,0.0,0.00045,,0.00024,,0.002,72150.0,0.0023,0.0133,0.00026,0.00023,0.0039,0.466,0.0022,0.011,0.014,,0.034,0.0051,0.0028,0.0052,0.001,,,,16,0,0,0,0,30,50,0,0,200,0,0,85,0,1380,132,0,148.06,133.4775,0.9015095231662839,1049.1200000000001,,
7A06188             ,低合金    ,HRB400B    ,1671.0,0.00037,,0.00025,,0.002,75900.0,0.0023,0.0135,0.00026,0.00024,0.0037,0.468,0.0021,0.01,0.013,,0.034,0.0038,0.0016,0.0046,0.0,,,,14,0,0,0,0,29,50,0,0,200,0,0,80,0,1290,132,0,141.73000000000002,146.487,1.0335638185281872,989.3600000000001,,
7A06187             ,低合金    ,HRB400B    ,1642.0,0.00028,,0.00023,,0.002,68550.0,0.0024,0.013,0.00026,0.00022,0.0038,0.47,0.0023,0.008,0.015,,0.032,0.0053,0.003,0.0035,0.001,,,,16,0,0,0,0,31,50,0,0,200,0,0,95,0,1430,132,0,158.51000000000002,145.326,0.9168254368809537,1082.3200000000002,,
7A06186             ,低合金    ,HRB400B    ,1630.0,0.00068,,0.00022,,0.002,77700.0,0.0023,0.013,0.00026,0.00023,0.0037,0.462,0.0025,0.015,0.016,,0.032,0.0038,0.0016,0.0094,0.001,,,,15,0,0,0,0,31,25,0,0,200,0,0,75,0,1310,132,0,137.27,125.874,0.9169811320754716,1002.6400000000001,,
7A06185             ,低合金    ,HRB400B    ,1621.0,0.00069,,0.00025,,0.002,74350.0,0.0024,0.0138,0.00029,0.00021,0.004,0.484,0.0022,0.008,0.015,,0.035,0.0041,0.0019,0.0042,0.0,,,,15,0,0,0,0,30,25,0,0,200,0,0,80,0,1310,132,0,142.07,127.13849999999998,0.8949004012106707,1002.6400000000001,,
7A06184             ,低合金    ,HRB400B    ,0.0,0.00094,,0.00022,,0.002,71800.0,0.0023,0.0131,0.00022,0.00033,0.0033,0.461,0.0022,0.007,0.012,,0.033,0.0037,0.0015,0.0039,0.001,,,,15,0,0,0,0,30,0,0,0,200,0,0,51,0,1320,132,20,118.91384616,97.64800000000001,0.8211659378052028,1009.28,,
7A06183             ,低合金    ,HRB400B    ,1662.0,0.00068,,0.00028,,0.002,77400.0,0.0023,0.0133,0.00032,0.00027,0.0038,0.465,0.0025,0.005,0.013,,0.034,0.0035,0.0013,0.0037,0.001,,,,15,0,0,0,0,30,25,0,0,200,0,0,68,0,1310,132,0,130.55,125.38799999999999,0.9604595940252775,1002.6400000000001,,
7A06182             ,低合金    ,HRB400B    ,0.0,0.00053,,0.00031,,0.002,75400.0,0.0022,0.0132,0.00028,0.00021,0.0037,0.454,0.0022,0.007,0.017,,0.033,0.0039,0.0017,0.004,0.001,,,,15,0,0,0,0,30,50,0,0,200,0,0,85,0,1300,132,0,146.7,125.918,0.8583367416496251,996.0,,
7A06181             ,低合金    ,HRB400B    ,0.0,0.00127,,0.00038,,0.002,72400.0,0.0022,0.0132,0.00035,0.00016,0.0039,0.454,0.0024,0.009,0.014,,0.034,0.0038,0.0016,0.0035,0.001,,,,45,0,0,0,0,0,25,0,0,200,0,0,34,0,1300,132,0,97.74000000000001,67.33200000000001,0.6888888888888889,996.0,,
7A06180             ,低合金    ,HRB400B    ,1676.0,0.00068,,0.00029,,0.002,79600.0,0.0023,0.0141,0.00027,0.00022,0.0038,0.479,0.0022,0.006,0.015,,0.033,0.0044,0.0021,0.0027,0.0,,,,15,0,0,0,0,30,50,0,0,0,0,0,85,0,1530,132,0,147.21,128.952,0.8759730996535561,1015.9200000000001,,
7A06179             ,低合金    ,HRB400B    ,1673.0,0.00056,,0.00043,,0.002,72500.0,0.0022,0.0139,0.00039,0.00028,0.0045,0.467,0.003,0.011,0.015,,0.034,0.0058,0.0035,0.0023,0.001,,,,47,0,0,0,0,0,0,75,0,0,0,0,85,0,1600,132,0,148.6805,118.90000000000002,0.7997013730785142,1062.4,,
7A06178             ,低合金    ,HRB400B    ,1648.0,0.0004,,0.00032,,0.002,76100.0,0.0022,0.0137,0.00028,0.0002,0.0038,0.461,0.002,0.009,0.014,,0.036,0.0038,0.0016,0.0019,0.0,,,,46,0,0,0,0,0,0,75,0,0,0,0,85,0,1620,132,0,149.0205,136.98000000000002,0.9192023916172608,1075.68,,
7A06177             ,低合金    ,HRB400B    ,1682.0,0.00099,,0.00031,,0.002,73600.0,0.0024,0.0141,0.00025,0.00023,0.0041,0.488,0.0021,0.007,0.014,,0.036,0.0042,0.0019,0.0023,0.0,,,,44,0,0,0,0,0,0,25,0,0,0,0,51,0,1443,132,0,113.18450000000001,103.77599999999998,0.9168746603996127,958.152,,
7A06176             ,低合金    ,HRB400B    ,1651.0,0.00073,,0.00026,,0.002,68750.0,0.0023,0.0137,0.00031,0.00019,0.004,0.472,0.0023,0.008,0.015,,0.036,0.0038,0.0016,0.003,0.001,,,,46,0,0,0,0,0,0,50,0,0,0,0,68,0,1614,132,0,132.505,107.9375,0.8145919021923701,1071.6960000000001,,
7A06175             ,低合金    ,HRB400B    ,1689.0,0.00074,,0.00029,,0.002,77100.0,0.0022,0.014,0.00027,0.00024,0.0039,0.467,0.002,0.01,0.017,,0.035,0.004,0.0017,0.0027,0.001,,,,47,0,0,0,0,0,0,50,0,0,0,0,68,0,1624,132,0,132.675,112.56600000000002,0.8484341435839458,1078.336,,
7A06174             ,低合金    ,HRB400B    ,1683.0,0.00069,,0.00026,,0.002,73100.0,0.0022,0.0139,0.00028,0.00026,0.0041,0.466,0.0026,0.009,0.017,,0.035,0.0039,0.0017,0.0018,0.0,,,,47,0,0,0,0,0,0,25,0,0,0,0,51,0,1591,132,0,115.7005,110.381,0.9540235349026149,1056.424,,
7A06173             ,低合金    ,HRB400B    ,1672.0,0.00089,,0.00042,,0.003,72600.0,0.0023,0.0141,0.00038,0.00037,0.0041,0.481,0.0032,0.012,0.016,,0.036,0.0041,0.0019,0.0018,0.0,,,,46,0,0,0,0,0,0,25,0,0,0,0,51,0,1616,132,0,116.12549999999999,102.366,0.8815118126509682,1073.0240000000001,,
7A06172             ,低合金    ,HRB400B    ,1689.0,0.00096,,0.00026,,0.002,74700.0,0.0023,0.0141,0.00023,0.00026,0.004,0.479,0.0024,0.007,0.016,,0.036,0.004,0.0018,0.0018,0.001,,,,46,0,0,0,0,0,0,25,0,0,0,0,34,0,1587,132,0,99.3125,100.098,1.0079093769666456,1053.768,,
7A06171             ,低合金    ,HRB400B    ,1652.0,0.00078,,0.00037,,0.002,73000.0,0.0023,0.0137,0.00027,0.00026,0.0037,0.472,0.0023,0.009,0.015,,0.035,0.0039,0.0017,0.0018,0.0,,,,45,0,0,0,0,0,0,25,0,0,0,0,51,0,1571,132,0,115.3605,110.96000000000001,0.9618543608947604,1043.144,,
7A06170             ,低合金    ,HRB400B    ,1651.0,0.0006,,0.00038,,0.001,72800.0,0.0023,0.0139,0.0003,0.00032,0.004,0.476,0.0025,0.008,0.015,,0.035,0.0039,0.0017,0.003,0.0,,,,45,0,0,0,0,0,0,50,0,0,0,0,68,0,1573,88,0,118.608,123.76,1.0434372049102927,1044.472,,
7A06169             ,低合金    ,HRB400B    ,1683.0,0.00068,,0.00038,,0.002,73200.0,0.0023,0.0138,0.00029,0.00025,0.0039,0.474,0.0023,0.007,0.013,,0.035,0.004,0.0018,0.0036,0.0,,,,46,0,0,0,0,0,0,50,0,0,0,0,68,0,1536,132,0,131.179,118.58399999999999,0.9039861563207524,1019.904,,
7A06168             ,低合金    ,HRB400B    ,1693.0,0.00097,,0.00025,,0.002,71600.0,0.0024,0.0138,0.00028,0.00025,0.004,0.483,0.002,0.007,0.013,,0.036,0.004,0.0018,0.0025,0.0,,,,46,0,0,0,0,0,0,25,0,0,0,0,51,0,1578,132,0,115.4795,102.38799999999999,0.8866335583371939,1047.7920000000001,,
7A06167             ,低合金    ,HRB400B    ,1696.0,0.00044,,0.00028,,0.001,74400.0,0.0023,0.0138,0.00029,0.0003,0.0039,0.473,0.0019,0.009,0.017,,0.037,0.0039,0.0017,0.0023,0.0,,,,46,0,0,0,0,0,0,100,0,0,0,0,85,0,1574,132,0,148.332,138.384,0.9329342286222797,1045.136,,
7A06166             ,低合金    ,HRB400B    ,1693.0,0.00079,,0.0003,,0.002,73500.0,0.0024,0.0129,0.00026,0.00021,0.0035,0.465,0.0012,0.005,0.009,,0.035,0.0038,0.0015,0.0005,0.0,,,,6,0,0,0,0,40,25,0,0,0,0,0,51,0,1430,88,0,99.67000000000002,118.335,1.1872679843483493,949.5200000000001,,
