转炉终点C,转炉终点P,钢水净重,连铸正样Mn,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样V_val,连铸正样Mo_val,连铸正样Ti_val,低铝硅铁,钒氮合金(进口),钒铁(FeV50-B).1,硅铝钙,硅铝合金FeAl30Si25,硅锰面（硅锰渣）,碳化硅(55%),加入C含量,C收得率,加入Mn含量,Mn收得率
0.00069,,73100.0,0.0139,0.0041,0.466,0.0026,0.035,0.0018,0.0,0,0,0,0,25,0,132,115.7005,0.9540235349026149,1056.424,
0.00089,,72600.0,0.0141,0.0041,0.481,0.0032,0.036,0.0018,0.0,0,0,0,0,25,0,132,116.12549999999999,0.8815118126509682,1073.0240000000001,
0.00096,,74700.0,0.0141,0.004,0.479,0.0024,0.036,0.0018,0.001,0,0,0,0,25,0,132,99.3125,1.0079093769666456,1053.768,
0.00078,,73000.0,0.0137,0.0037,0.472,0.0023,0.035,0.0018,0.0,0,0,0,0,25,0,132,115.3605,0.9618543608947604,1043.144,
0.0006,,72800.0,0.0139,0.004,0.476,0.0025,0.035,0.003,0.0,0,0,0,0,50,0,88,118.608,1.0434372049102927,1044.472,
0.00068,,73200.0,0.0138,0.0039,0.474,0.0023,0.035,0.0036,0.0,0,0,0,0,50,0,132,131.179,0.9039861563207524,1019.904,
0.00097,,71600.0,0.0138,0.004,0.483,0.002,0.036,0.0025,0.0,0,0,0,0,25,0,132,115.4795,0.8866335583371939,1047.7920000000001,
0.00044,,74400.0,0.0138,0.0039,0.473,0.0019,0.037,0.0023,0.0,0,0,0,0,100,0,132,148.332,0.9329342286222797,1045.136,
0.00079,,73500.0,0.0129,0.0035,0.465,0.0012,0.035,0.0005,0.0,0,0,40,25,0,0,88,99.67000000000002,1.1872679843483493,949.5200000000001,
0.00105,,70500.0,0.0129,0.0034,0.466,0.0015,0.034,0.0015,0.0,0,0,40,0,0,0,88,104.86384616,0.9076054663757337,976.08,
0.00067,,73750.0,0.0129,0.0035,0.467,0.0018,0.034,0.0014,0.0,0,0,40,25,0,0,88,100.84299999999999,1.2652092857213688,995.336,
0.00084,,75000.0,0.0126,0.0032,0.451,0.0014,0.034,0.002,0.0,0,0,40,0,0,0,88,120.84384616000001,0.9061280609607502,962.8000000000001,
0.00081,,73000.0,0.0129,0.0033,0.458,0.0018,0.035,0.0019,0.0,0,0,40,0,0,0,88,120.97984616000001,0.8990753704228382,968.1120000000001,
0.00056,,70950.0,0.0133,0.0039,0.476,0.0027,0.035,0.002,0.0,0,0,40,50,0,0,132,151.5,0.8617029702970297,996.0,
0.00048,,72850.0,0.0133,0.0036,0.476,0.0028,0.035,0.0015,0.0,0,0,40,50,0,0,132,139.13,1.0053331416660676,962.8000000000001,
0.00039,,69450.0,0.0137,0.0036,0.473,0.0026,0.033,0.0015,0.0,0,0,40,50,0,0,132,145.85,0.9094926294137813,962.8000000000001,
0.00036,,72900.0,0.0135,0.0035,0.468,0.0021,0.036,0.001,0.0,0,0,40,50,0,0,132,145.85,0.9696674665752485,962.8000000000001,
0.00062,,71850.0,0.0137,0.0035,0.473,0.0027,0.036,0.0024,0.0,0,0,40,25,0,0,132,125.80000000000001,0.9595230524642289,929.6,
0.00067,,68300.0,0.0135,0.0038,0.459,0.0025,0.035,0.0021,0.0,0,0,40,25,0,0,132,130.89000000000001,0.85055390022156,1015.9200000000001,
0.00061,,74500.0,0.0127,0.0037,0.455,0.0024,0.035,0.0013,0.0,0,0,40,25,0,0,132,129.53,0.9720142052034277,962.8000000000001,
0.00031,,73450.0,0.0135,0.0034,0.468,0.0022,0.035,0.0022,0.0,0,0,0,75,0,0,132,150.65,0.9702323265847992,962.8000000000001,
0.00055,,71000.0,0.0136,0.0038,0.471,0.0027,0.036,0.0025,0.0,0,0,40,50,0,0,132,133.37,0.931618804828672,962.8000000000001,
0.00051,,72450.0,0.0131,0.0035,0.472,0.0024,0.035,0.0028,0.0,0,0,40,50,0,0,132,129.53,1.0571334825909056,962.8000000000001,
0.00031,,70300.0,0.0129,0.0035,0.468,0.002,0.035,0.002,0.0,0,0,40,50,0,0,132,145.85,1.0073842989372643,962.8000000000001,
0.00047,,68350.0,0.0135,0.0036,0.479,0.0024,0.035,0.0016,0.0,0,0,40,50,0,0,132,145.85,0.9044600617072334,962.8000000000001,
0.00036,,70650.0,0.0129,0.0034,0.469,0.0025,0.035,0.0033,0.001,0,0,40,50,0,0,132,145.85,0.9881796366129584,962.8000000000001,
0.00024,,71900.0,0.0133,0.0035,0.475,0.0015,0.036,0.0028,0.0,0,0,0,75,0,0,132,153.42,1.012280015643332,996.0,
0.00019,,69400.0,0.0128,0.0033,0.455,0.0014,0.034,0.0023,0.0,0,0,40,50,0,0,132,152.06,0.9630014467973168,942.88,
0.00071,,68850.0,0.0128,0.0035,0.457,0.0024,0.033,0.0027,0.0,0,0,41,25,0,200,132,130.72,0.8374502753977968,1009.28,
0.00074,,76600.0,0.013,0.0035,0.46,0.0022,0.034,0.0022,0.0,0,0,35,25,0,200,132,114.04999999999998,1.0477509864094696,883.1200000000001,
0.00046,,65650.0,0.0129,0.0036,0.468,0.0021,0.032,0.0022,0.0,0,0,0,25,0,200,132,147.674,0.8624470116608204,1029.2,
0.00038,,74400.0,0.0129,0.0036,0.456,0.0014,0.034,0.0025,0.0,0,0,40,50,0,200,132,147.04,0.9714907508161044,1009.28,
0.00027,,72450.0,0.0129,0.0036,0.467,0.0017,0.034,0.0016,0.0,0,0,33,50,0,200,132,146.36,1.0543761956818802,982.72,
0.00065,,71350.0,0.0129,0.0035,0.459,0.0022,0.035,0.0024,0.0,0,0,33,25,0,200,132,130.38,0.9029567418315694,996.0,
0.00066,,73500.0,0.0129,0.0038,0.468,0.0022,0.035,0.0029,0.0,0,0,31,25,0,200,132,129.02,0.9912416679584559,942.8800000000001,
0.00078,,69450.0,0.0127,0.0037,0.454,0.0018,0.034,0.0022,0.0,0,0,30,25,0,200,132,114.9,0.9187467362924282,916.3200000000002,
0.00061,,70650.0,0.0129,0.0036,0.457,0.0015,0.034,0.0018,0.0,0,0,30,25,0,200,132,128.0,0.9328007812500001,903.04,
0.00083,,66700.0,0.0132,0.0038,0.453,0.0022,0.034,0.0021,0.0,0,0,34,25,0,200,132,118.13,0.7735460932870567,1042.48,
0.00022,,76950.0,0.0134,0.0035,0.475,0.0012,0.036,0.0022,0.0,0,0,30,50,0,200,132,146.87,1.1421733505821472,1002.6400000000001,
0.00079,,66450.0,0.0128,0.0035,0.456,0.0016,0.036,0.0025,0.0,0,0,31,25,0,200,132,115.57999999999998,0.8681389513756707,942.8800000000001,
0.00067,,70400.0,0.0128,0.0037,0.457,0.0021,0.035,0.0027,0.0,0,0,31,25,0,200,132,129.36,0.8870748299319726,956.1600000000001,
0.00065,,70750.0,0.0128,0.0035,0.457,0.0025,0.035,0.0019,0.0,0,0,33,25,0,200,132,130.72,0.8930347307221542,1009.28,
0.0007,,75200.0,0.0131,0.0037,0.462,0.0024,0.034,0.0021,0.0,0,0,33,25,0,200,132,130.72,0.9204406364749081,1009.28,
0.00025,,74400.0,0.0136,0.0038,0.479,0.0021,0.033,0.0022,0.0,0,0,0,50,0,200,132,65.44,2.4443765281173597,1009.28,
0.00047,,69650.0,0.0128,0.0035,0.455,0.0018,0.033,0.0027,0.0,0,0,30,50,0,200,132,141.22,0.9025598357173206,969.44,
0.00059,,70500.0,0.0134,0.0036,0.468,0.0027,0.036,0.002,0.0,0,0,30,50,0,200,132,120.66,0.9991297861760318,916.3200000000002,
0.00041,,66350.0,0.0133,0.0037,0.472,0.0017,0.032,0.0021,0.0,0,0,31,50,0,200,132,157.66,0.8374762146390966,1049.1200000000001,
0.00021,,74500.0,0.0129,0.0035,0.457,0.0017,0.032,0.0027,0.0,0,0,31,50,0,200,132,155.06,1.0041596801238228,1022.56,
0.00049,,71100.0,0.0129,0.0035,0.457,0.002,0.031,0.0035,0.0,0,0,30,50,0,200,132,141.22,0.9112802719161592,969.44,
0.00044,,70800.0,0.0127,0.0035,0.453,0.0022,0.03,0.0024,0.0,0,0,31,0,0,200,132,158.34,0.8316786661614247,1075.68,
0.00068,,78450.0,0.0134,0.0037,0.465,0.0015,0.03,0.0026,0.0,0,0,31,25,0,200,132,68.16,1.8645686619718311,1115.52,
0.00047,,76050.0,0.0129,0.0036,0.457,0.0021,0.031,0.002,0.0,0,0,30,25,0,200,132,141.05,0.9866820276497695,962.8,
0.00053,,72300.0,0.0129,0.0038,0.468,0.0022,0.031,0.0017,0.0,0,0,30,50,0,200,132,146.36,0.9237564908444927,982.72,
0.00033,,71600.0,0.0134,0.0036,0.478,0.0025,0.033,0.0027,0.0,0,0,30,50,0,200,132,162.68,0.9110646668305875,982.72,
0.00052,,70700.0,0.0132,0.0037,0.472,0.0021,0.032,0.0029,0.0,0,0,30,50,0,200,132,145.85,0.9113198491600958,962.8,
0.00051,,69800.0,0.0132,0.0037,0.472,0.0021,0.031,0.0023,0.0,0,0,30,50,0,200,132,146.87,0.8982229182270033,1002.6400000000001,
0.00041,,74600.0,0.0131,0.0036,0.471,0.0022,0.032,0.0023,0.0,0,0,30,50,0,200,132,158.0,0.9395822784810125,1062.4,
0.00044,,76850.0,0.013,0.0034,0.468,0.0018,0.031,0.0022,0.0,0,0,30,50,0,200,88,143.27,1.0513436169470232,1002.6400000000001,
0.00013,,73900.0,0.0129,0.0034,0.457,0.0018,0.033,0.0014,0.0,0,0,30,50,0,200,88,149.14000000000001,1.075251441598498,969.44,
0.00089,,69550.0,0.0129,0.0035,0.455,0.0012,0.03,0.0016,0.0,0,0,32,0,0,300,88,122.49284615999998,0.8005814467883862,1027.208,
0.00066,,74800.0,0.0133,0.0037,0.453,0.0015,0.032,0.0024,0.0,0,0,30,25,0,300,88,131.494,0.87602476158608,917.6480000000001,
0.0013,,69250.0,0.0132,0.0036,0.452,0.0021,0.03,0.0019,0.0,0,0,32,0,0,300,88,90.03984616000001,0.6921935416154426,1034.512,
0.0008,,74000.0,0.0128,0.0035,0.456,0.0021,0.032,0.0017,0.0,0,0,30,0,0,300,88,122.57784615999999,0.9055469930113839,1030.528,
0.00077,,69000.0,0.0128,0.0033,0.455,0.0018,0.032,0.0017,0.0,0,0,30,0,0,300,88,99.22800000000001,1.063913411537066,932.2560000000001,
0.00023,,70150.0,0.013,0.0035,0.459,0.0021,0.031,0.0017,0.0,0,0,30,50,0,300,88,149.463,0.9715481423496116,982.056,
0.00047,,70650.0,0.0137,0.0036,0.471,0.0022,0.033,0.002,0.001,0,0,32,0,0,300,88,56.413846160000006,2.2918043849254897,996.0000000000001,
0.00038,,71300.0,0.0131,0.0035,0.459,0.0013,0.034,0.0021,0.0,0,0,0,75,0,0,88,149.65,0.9147744737721348,989.36,
0.00109,,69750.0,0.0131,0.0037,0.459,0.0016,0.032,0.0023,0.0,0,0,40,0,0,300,88,105.20384616,0.8022282747309777,989.3600000000001,
0.00068,,73300.0,0.0126,0.0034,0.46,0.0014,0.031,0.0015,0.0,0,0,40,25,0,300,88,132.97299999999998,0.9481323276153805,975.416,
0.00097,,72350.0,0.0128,0.0034,0.464,0.0016,0.034,0.0015,0.0,0,0,31,0,0,300,88,104.35384616,0.9914392598560258,956.1600000000001,
0.00102,,71750.0,0.0132,0.0037,0.471,0.0017,0.033,0.0013,0.0,0,0,31,0,0,300,88,104.08184616000001,0.9513186367562023,945.5360000000001,
0.0008,,64700.0,0.0125,0.0033,0.459,0.0015,0.031,0.0018,0.0,0,0,31,0,0,0,88,115.18284616000001,0.8987449386013677,741.688,
0.00068,,76500.0,0.0128,0.0034,0.466,0.0019,0.033,0.0029,0.0,0,0,32,25,0,300,88,116.17699999999999,1.1325821806381642,956.8240000000001,
0.0011,,73350.0,0.0133,0.0035,0.463,0.0019,0.032,0.0018,0.0,0,0,32,0,0,0,88,88.37384616,0.9959960307786155,969.44,
0.00082,,71450.0,0.013,0.0039,0.459,0.002,0.035,0.0007,0.001,0,0,28,25,0,200,132,100.1,1.0564035964035965,863.2,
0.00076,,63450.0,0.0133,0.0036,0.456,0.0024,0.034,0.0023,0.001,0,0,31,25,0,200,132,126.82,0.7204541870367451,969.44,
0.00078,,70750.0,0.0136,0.004,0.481,0.0026,0.036,0.0012,0.001,0,0,0,25,0,200,132,129.36,0.8860157699443413,956.1600000000001,
0.00065,,68650.0,0.0126,0.0036,0.463,0.002,0.035,0.0025,0.001,0,0,31,25,0,200,132,129.19,0.9299287870578218,949.52,
0.00083,,71250.0,0.0132,0.0038,0.473,0.002,0.034,0.0008,0.001,0,0,31,25,0,200,132,129.53,0.8636030263259475,962.8,
0.00075,,70400.0,0.013,0.0037,0.46,0.0021,0.036,0.0032,0.002,0,0,29,0,0,200,132,126.24384615999999,0.8643589633803026,883.1200000000001,
0.0009,,65800.0,0.0129,0.0036,0.458,0.0024,0.034,0.0014,0.001,0,0,31,0,0,200,132,123.59384616000001,0.7453445528408014,929.6000000000001,
0.00081,,70300.0,0.013,0.0038,0.472,0.0026,0.034,0.0,0.001,0,0,0,25,0,200,132,116.25999999999999,0.9614398761396868,969.44,
0.00066,,71100.0,0.013,0.0037,0.47,0.0023,0.035,0.0,0.0,0,0,32,25,0,200,132,129.36,0.9563543599257883,956.1600000000001,
0.00077,,69200.0,0.0129,0.0036,0.468,0.0024,0.035,0.0006,0.0,0,0,32,25,0,200,132,116.25999999999999,0.970204713573026,969.44,
0.00086,,72200.0,0.013,0.0035,0.46,0.0024,0.034,0.0006,0.001,0,0,32,25,0,200,132,115.57999999999998,0.8995327911403357,942.8800000000001,
0.00107,,71250.0,0.0128,0.0035,0.457,0.0028,0.033,0.0001,0.001,0,0,32,0,0,200,132,119.75384616000001,0.7318136561802767,929.6000000000001,
0.00067,,72150.0,0.013,0.0035,0.462,0.0029,0.036,0.0021,0.001,0,0,36,25,0,200,132,128.0,0.91878515625,903.04,
0.00093,,64000.0,0.0133,0.0037,0.465,0.0024,0.034,0.0014,0.001,0,0,0,25,0,200,132,131.8578,0.6649587661859973,1049.1200000000001,
0.0009,,69950.0,0.0133,0.0036,0.465,0.0023,0.032,0.0016,0.001,0,0,40,25,0,200,132,118.29999999999998,0.827810650887574,1049.1200000000001,
0.00041,,74050.0,0.0134,0.0036,0.476,0.0021,0.034,0.0007,0.001,0,0,40,50,0,200,88,151.18,0.9747288001058338,1049.1200000000001,
0.00056,,71950.0,0.0129,0.0034,0.458,0.0022,0.032,0.0006,0.001,0,0,40,25,0,200,88,144.46,0.866627440121833,1049.1200000000001,
0.0006,,76450.0,0.0126,0.0033,0.45,0.0013,0.032,0.0022,0.0,0,0,30,25,0,200,88,131.97,0.9848071531408654,936.24,
0.00068,,71200.0,0.0132,0.0035,0.461,0.0021,0.032,0.0019,0.001,0,0,30,25,0,200,88,125.65,0.9179785117389573,989.3600000000001,
0.00061,,72750.0,0.0133,0.0035,0.473,0.0016,0.031,0.0012,0.0,0,0,31,25,0,200,88,134.18,0.9705060366671634,1022.56,
0.00051,,74500.0,0.0129,0.0036,0.467,0.0019,0.033,0.0027,0.001,0,0,31,50,0,200,88,132.99,1.0587638168283326,976.0800000000002,
0.00058,,69900.0,0.013,0.0035,0.45,0.0025,0.032,0.0025,0.0,0,0,31,25,0,200,88,134.18,0.8439260694589358,1022.56,
0.00055,,74650.0,0.0134,0.0038,0.475,0.0023,0.032,0.0018,0.0,0,0,40,50,0,0,88,151.86,0.9094066903727114,1075.68,
0.00043,,74100.0,0.013,0.0036,0.468,0.0019,0.033,0.0018,0.0,0,0,40,50,0,200,88,142.08,1.0274282094594593,956.1600000000001,
0.00057,,71700.0,0.0136,0.0037,0.479,0.0021,0.033,0.0017,0.0,0,0,40,25,0,200,88,143.10000000000002,0.9169182389937104,996.0,
0.00058,,76500.0,0.0128,0.0035,0.467,0.0028,0.032,0.0019,0.0,0,0,40,50,0,200,88,133.16,1.0455842595373985,982.72,
0.00051,,75700.0,0.013,0.0035,0.459,0.0022,0.032,0.0016,0.0,0,0,40,50,0,200,88,142.08,0.9537091779279278,956.1600000000001,
0.00048,,71000.0,0.0129,0.0034,0.467,0.0026,0.033,0.0019,0.0,0,0,40,50,0,200,88,142.25,0.9583128295254832,962.8,
0.00038,,74700.0,0.0132,0.0037,0.474,0.0024,0.033,0.0035,0.0,0,0,40,50,0,200,88,137.96,1.0937518121194547,982.72,
0.00051,,72250.0,0.0126,0.0034,0.462,0.0021,0.033,0.0023,0.0,0,0,40,50,0,200,88,142.59,0.9576583210603827,976.0800000000002,
0.00066,,74300.0,0.0135,0.0038,0.478,0.002,0.035,0.0036,0.0,0,0,40,25,0,0,88,132.888,0.9728643669857322,972.096,
0.00076,,72450.0,0.0129,0.0034,0.458,0.0024,0.033,0.0026,0.0,0,0,38,25,0,0,88,115.24199999999999,0.9681626490342063,920.3040000000001,
0.0009,,68350.0,0.0128,0.0035,0.458,0.0031,0.032,0.0031,0.001,0,0,40,0,0,0,88,104.91484616000001,0.9120730144718346,978.072,
0.0009,,72650.0,0.0129,0.0035,0.467,0.0018,0.032,0.0026,0.0,0,0,40,0,0,0,88,104.79584616000001,1.0398790027766875,973.4240000000001,
0.00076,,69900.0,0.0128,0.0035,0.466,0.0021,0.034,0.0025,0.0,0,0,40,25,0,0,88,116.53399999999999,0.9837129078208934,970.768,
0.00082,,71500.0,0.013,0.0036,0.468,0.0018,0.032,0.0027,0.0,0,0,40,0,0,0,88,120.86084616000001,0.9347113113079332,963.464,
0.00052,,73550.0,0.0133,0.0038,0.455,0.0022,0.034,0.0031,0.001,0,0,40,50,0,0,88,132.61599999999999,0.9317427761356097,961.4720000000001,
0.00106,,72600.0,0.0128,0.0034,0.465,0.0019,0.033,0.0015,0.0,0,0,40,0,0,0,88,104.40484615999999,0.9317958272828895,958.152,
0.00067,,72750.0,0.0128,0.0036,0.454,0.0012,0.033,0.002,0.0,0,0,40,50,0,0,88,134.554,0.881300444431232,1037.1680000000001,
0.0004,,72950.0,0.013,0.0034,0.48,0.0015,0.033,0.002,0.0,0,0,38,50,0,0,88,132.514,1.0459649546463015,957.488,
0.00038,,67500.0,0.0134,0.0038,0.454,0.0015,0.034,0.0021,0.0,0,0,0,75,0,0,88,132.667,0.9260026984856822,963.464,
0.00021,,68150.0,,,,,,,,0,0,0,50,0,0,132,163.275,,1005.96,
0.00071,,71100.0,,,0.479,,0.034,0.0029,0.0,0,0,40,25,0,0,88,118.013,,1028.536,
0.00087,,74200.0,,,0.472,,0.033,0.0023,0.0,0,0,40,0,0,0,88,120.58884616000002,,952.84,
0.00075,,71800.0,,,0.484,,0.032,0.0028,0.0,0,0,41,25,0,0,88,134.605,,1039.16,
0.00056,,73950.0,,,0.481,,0.031,0.0017,0.0,0,0,40,50,0,230,132,137.27,,1002.6400000000001,
0.00083,,71600.0,,,0.454,,0.036,0.0027,0.0,0,0,39,25,0,200,132,104.62,,889.76,
0.00097,,67150.0,,,0.477,,0.034,0.0023,0.0,0,0,40,0,0,190,132,107.16384616,,962.8000000000001,
0.00116,,71500.0,,,0.454,,0.033,0.0026,0.0,0,0,38,0,0,210,132,93.83384616,,929.6000000000001,
0.00069,,68650.0,,,0.468,,0.035,0.0024,0.0,0,0,39,25,0,200,132,120.15,,896.4000000000001,
0.00089,,68400.0,,,0.47,,0.033,0.0027,0.0,0,0,39,0,0,200,132,110.15384615999999,,929.6000000000001,
0.00073,,70900.0,,,0.479,,0.033,0.0026,0.0,0,0,39,25,0,200,132,121.0,,929.6000000000001,
0.00111,,69550.0,,,0.468,,0.035,0.0031,0.0,0,0,38,0,0,200,132,99.70384616,,896.4000000000001,
0.00055,,67400.0,,,0.483,,0.036,0.0026,0.0,0,0,0,50,0,190,132,135.91,,949.52,
0.00093,,68650.0,,,0.472,,0.038,0.0041,0.001,0,0,39,0,0,210,132,111.51384616,,982.72,
0.00088,,66650.0,,,0.462,,0.035,0.0031,0.001,0,0,39,0,0,190,132,118.06384616000001,,976.08,
0.00058,,68800.0,,,0.466,,0.033,0.0035,0.0,0,0,39,25,0,200,132,133.20000000000002,,956.1600000000001,
0.00059,,70350.0,,,0.457,,0.033,0.0029,0.0,0,0,40,25,0,190,132,136.93,,989.36,
0.00051,,72300.0,,,0.463,,0.035,0.0041,0.0,0,0,0,50,0,200,132,135.23000000000002,,922.96,
0.00026,,70650.0,,,0.474,,0.036,0.0038,0.0,0,0,39,50,0,210,132,138.95999999999998,,956.1600000000001,
0.00128,,68450.0,,,0.452,,0.033,0.0026,0.001,0,0,40,0,0,200,132,123.71384615999999,,1009.28,
0.00067,,71550.0,,,0.473,,0.035,0.003,0.0,0,0,39,25,0,200,132,129.53,,962.8,
0.00084,,67800.0,,,0.472,,0.034,0.0025,0.0,0,0,37,25,0,200,132,129.19,,949.52,
0.00066,,67400.0,,,0.47,,0.034,0.0025,0.0,0,0,39,25,0,200,132,129.53,,962.8,
0.00088,,70200.0,,,0.482,,0.035,0.0035,0.0,0,0,0,25,0,200,132,120.05000000000001,,1042.48,
0.00049,,70650.0,,,0.464,,0.035,0.0035,0.0,0,0,40,50,0,200,132,148.23,,1055.76,
0.00038,,69800.0,,,0.471,,0.031,0.0032,0.0,0,0,27,75,0,200,132,147.04,,1009.28,
0.00099,,61450.0,,,0.457,,0.034,0.0029,0.0,0,0,37,25,0,200,132,114.56,,903.04,
0.00074,,69200.0,,,0.475,,0.035,0.0026,0.0,0,0,0,25,0,200,132,114.6747,,903.04,
0.00066,,66500.0,,,0.481,,0.035,0.0026,0.0,0,0,0,50,0,200,132,129.36,,956.1600000000001,
0.00066,,70200.0,,,0.49,,0.035,0.0029,0.0,0,0,68,50,0,200,132,147.21,,1015.9200000000001,
0.00071,,69100.0,,,0.471,,0.034,0.0027,0.0,0,0,0,25,0,200,132,130.49779999999998,,996.0,
0.00048,,70250.0,,,0.473,,0.034,0.003,0.0,0,0,0,25,0,0,132,130.844,,1009.2800000000001,
0.00048,,74050.0,,,0.463,,0.033,0.0029,0.0,0,0,40,50,0,200,88,138.13,,989.3600000000001,
0.00039,,73250.0,,,0.474,,0.033,0.0031,0.0,0,0,40,50,0,200,88,147.34,,1049.1200000000001,
0.00076,,73500.0,,,0.461,,0.036,0.0025,0.001,0,0,40,25,0,200,88,105.37,,909.6800000000001,
0.0006,,68900.0,,,0.461,,0.033,0.004,0.0,0,0,41,25,0,200,88,134.69,,1042.48,
0.00049,,76400.0,,,0.445,,0.033,0.0027,0.0,0,0,41,50,0,200,88,142.03,,1029.2,
0.00037,,75250.0,,,0.469,,0.033,0.0016,0.0,0,0,40,50,0,200,88,142.25,,962.8,
0.00053,,71850.0,,,0.47,,0.035,0.0022,0.0,0,0,50,50,0,200,88,157.84,,1009.28,
0.00057,,74050.0,,,0.452,,0.034,0.0023,0.0,0,0,46,25,0,200,88,122.20000000000002,,929.6000000000001,
0.0006,,70250.0,,,0.456,,0.035,0.0025,0.0,0,0,47,25,0,200,88,127.50999999999999,,949.52,
0.00055,,70650.0,,,0.452,,0.035,0.0023,0.0,0,0,48,25,0,200,88,133.16,,982.72,
0.00059,,71600.0,,,0.461,,0.033,0.0031,0.002,0,0,40,50,0,200,88,137.45,,962.8,
0.00076,,75500.0,,,0.482,,0.031,0.0029,0.001,0,0,30,25,0,200,88,115.99000000000001,,949.52,
0.00035,,67250.0,,,0.461,,0.03,0.0028,0.0,0,0,30,50,0,200,88,149.82000000000002,,996.0,
0.00034,,70000.0,,,0.469,,0.03,0.0023,0.0,0,0,30,50,0,0,88,143.95000000000002,,1029.2,
0.00052,,72050.0,,,0.491,,0.034,0.0042,0.0,0,0,0,50,0,0,88,139.15,,1029.2,
0.00054,,72100.0,,,0.481,,0.036,0.0034,0.0,0,0,40,50,0,0,110,114.6,,0.0,
0.00059,,67250.0,,,0.465,,0.033,0.0036,0.0,0,0,40,25,0,0,110,139.59,,976.08,
0.00075,,73400.0,,,0.45,,0.032,0.0028,0.0,0,0,40,25,0,0,110,122.42,,942.88,
0.00092,,72600.0,,,0.464,,0.035,0.0039,0.0,0,0,40,0,0,0,110,128.4023077,,956.1600000000001,
0.00054,,69450.0,,,0.479,,0.033,0.003,0.0,0,0,40,25,0,0,110,138.74,,942.88,
0.00088,,71300.0,,,0.476,,0.035,0.0033,0.0,0,0,40,0,0,200,0,78.97384616000001,,996.0,
0.00087,,72200.0,,,0.472,,0.035,0.0038,0.0,0,0,40,0,0,200,0,85.69384616,,996.0,
0.00068,,69600.0,,,0.47,,0.033,0.0027,0.0,0,0,40,25,0,200,110,125.70000000000002,,996.0,
0.00069,,72300.0,,,0.468,,0.033,0.003,0.0,0,0,40,25,0,200,110,123.78,,996.0,
0.00079,,71750.0,,,0.454,,0.032,0.0045,0.0,0,0,40,25,0,200,88,117.18,,996.0,
0.00098,,71700.0,,,0.456,,0.032,0.0038,0.0,0,0,40,0,0,200,88,105.37384616000001,,996.0,
0.00064,,71900.0,,,0.462,,0.034,0.0031,0.0,0,0,40,25,0,200,88,123.9,,996.0,
0.00106,,70350.0,,,0.463,,0.034,0.003,0.0,0,0,40,0,0,0,88,97.46384615999999,,949.5200000000001,
0.00076,,70600.0,,,0.479,,0.034,0.0026,0.0,0,0,40,25,0,0,132,121.85,,962.8000000000001,
0.00089,,71850.0,,,0.459,,0.034,0.0039,0.0,0,0,40,0,0,0,132,117.21384615999999,,942.88,
0.00074,,69900.0,,,0.479,,0.034,0.0031,0.0,0,0,41,25,0,0,132,116.94,,996.0,
0.00066,,72650.0,,,0.458,,0.031,0.0025,0.0,0,0,41,25,0,0,132,133.37,,962.8000000000001,
0.00071,,73550.0,,,0.457,,0.034,0.0032,0.0,0,0,36,25,0,0,132,118.78999999999999,,843.2800000000001,
0.00126,,62500.0,,,0.461,,0.032,0.003,0.0,0,0,40,0,0,0,132,93.10384616,,976.08,
0.00075,,71450.0,,,0.459,,0.033,0.0031,0.0,0,0,40,25,0,0,132,129.19,,949.5200000000001,
0.00078,,71100.0,,,0.464,,0.033,0.0034,0.0,0,0,39,25,0,0,132,128.68,,929.6,
0.00076,,70150.0,,,0.473,,0.034,0.0034,0.0,0,0,42,25,0,0,132,131.23,,1029.2,
0.00112,,75400.0,,,0.474,,0.033,0.0042,0.0,0,0,39,25,0,0,132,96.38,,942.88,
0.0007,,69200.0,,,0.468,,0.033,0.0046,0.0,0,0,0,25,0,0,132,130.5009,,996.0,
0.00081,,73000.0,,,0.463,,0.034,0.004,0.0,0,0,39,25,0,0,132,117.96000000000001,,1035.8400000000001,
0.00067,,75450.0,,,0.453,,0.033,0.0031,0.0,0,0,39,25,0,0,132,130.72,,1009.2800000000001,
0.00072,,71150.0,,,0.466,,0.032,0.0024,0.0,0,0,40,25,0,0,0,91.29,,1015.9200000000001,
0.00073,,78600.0,,,0.47,,0.033,0.0027,0.0,0,0,39,25,0,0,132,116.43,,976.08,
0.00065,,73600.0,,,0.465,,0.034,0.0028,0.0,0,0,39,25,0,0,132,130.38,,996.0,
0.00099,,72000.0,,,0.465,,0.034,0.0025,0.0,0,0,38,25,0,0,132,116.94,,996.0,
0.00066,,70600.0,,,0.461,,0.034,0.0036,0.0,0,0,0,50,0,0,132,131.23,,1029.2,
0.00028,,73050.0,,,0.478,,0.035,0.0032,0.0,0,0,40,50,0,0,132,157.66,,1049.1200000000001,
0.00037,,70600.0,,,0.482,,0.036,0.0,0.001,0,0,40,50,0,0,132,154.89000000000001,,1015.9200000000001,
0.00055,,69350.0,,,0.467,,0.036,0.0,0.0,0,0,0,50,0,0,132,156.81,,1015.9200000000001,
0.0,,68800.0,,,0.458,,0.032,0.0,0.0,0,0,0,50,0,0,132,154.73,,1122.16,
0.00039,,75750.0,,,0.454,,0.031,0.0,0.0,0,0,31,50,0,0,132,148.91,,1082.3200000000002,
0.00072,,75900.0,,,0.465,,0.033,0.0,0.0,0,0,30,50,0,0,132,145.17,,936.24,
